,Id,MSZoning,Street,OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,2ndFlrSF,FullBath,TotRmsAbvGrd,YearBuilt
405,405,RL,Pave,6,1509,2,600,1461,1509,0,2,5,1988
406,406,RL,Pave,8,1665,2,528,810,810,855,2,6,2001
407,407,RL,Pave,8,2531,3,752,1318,1328,1203,2,9,1995
408,408,RL,Pave,4,788,0,0,788,788,0,1,4,1941
409,409,RL,Pave,4,1296,2,516,0,1296,0,2,6,1967
410,410,RL,Pave,7,2418,3,983,1311,1325,1093,2,9,1993
411,411,RL,Pave,10,2084,3,1220,2078,2084,0,2,7,2007
412,412,RM,Pave,7,1774,2,468,952,1022,752,2,8,1931
413,413,RM,Pave,4,936,2,576,936,936,0,1,4,1953
414,414,RL,Pave,6,981,2,576,981,981,0,1,5,1971
415,415,RM,Pave,5,2138,2,360,849,1075,1063,2,11,1898
416,416,RL,Pave,7,2520,3,721,1203,1214,1306,2,9,1995
417,417,FV,Pave,7,1958,3,936,1026,1026,932,2,9,2005
418,418,RM,Pave,5,1517,0,0,793,997,520,2,7,1919
419,419,RL,Pave,3,1733,2,452,0,1733,0,2,8,1955
420,420,RL,Pave,7,1716,2,512,880,909,807,2,7,1996
421,421,RL,Pave,9,1828,3,774,1822,1828,0,2,9,2007
422,422,RM,Pave,10,2775,2,880,1237,1521,1254,3,9,1893
423,423,RL,Pave,9,1668,3,702,1626,1668,0,2,7,2002
424,424,RL,Pave,5,1701,2,611,1390,1701,0,2,6,1975
425,425,RM,Pave,6,1072,2,525,547,1072,0,2,5,2005
426,426,RL,Pave,5,1644,1,312,728,888,756,1,7,1942
427,427,RL,Pave,5,1687,2,572,747,1687,0,1,7,1948
428,428,RL,Pave,4,861,2,539,861,861,0,1,4,1940
429,429,RL,Pave,7,1714,2,496,980,980,734,2,7,1988
430,430,RL,Pave,6,2259,2,450,1809,2259,0,2,7,1953
431,431,RL,Pave,8,1517,2,400,792,792,725,1,7,1929
432,432,RL,Pave,7,1829,2,613,941,941,888,2,7,2003
433,433,RL,Pave,7,1569,3,660,1386,1569,0,2,7,2007
434,434,RL,Pave,8,2526,3,844,1165,1203,1323,2,8,1994
435,435,RL,Pave,5,899,1,288,864,899,0,1,5,1967
436,436,FV,Pave,8,1314,2,552,1300,1314,0,2,6,2009
437,437,RM,Pave,6,1092,1,264,525,525,567,1,6,1971
438,438,RL,Pave,8,1414,2,403,707,707,707,2,6,2004
439,439,RL,Pave,8,2452,3,691,1117,1132,1320,3,9,2004
440,440,RL,Pave,8,1338,2,582,1338,1338,0,2,6,2001
441,441,RL,Pave,5,996,0,0,996,996,0,1,6,1940
442,442,RL,Pave,7,1740,1,240,800,960,780,1,6,1940
443,443,FV,Pave,7,1391,2,530,1391,1391,0,2,5,2004
444,444,RL,Pave,9,2184,3,836,1104,1130,1054,2,10,2008
445,445,RM,Pave,6,1200,1,312,1200,1200,0,1,7,1923
446,446,RM,Pave,6,1198,0,0,901,1088,110,1,7,1920
447,447,RM,Pave,7,1762,2,576,596,998,764,1,8,1920
448,448,RL,Pave,7,2127,3,833,1104,912,1215,2,8,1991
449,449,RL,Pave,5,1050,1,338,1050,1050,0,1,5,1956
450,450,RL,Pave,5,1200,1,240,768,768,432,1,6,1946
451,451,RM,Pave,6,1709,2,380,970,970,739,2,7,2004
452,452,RL,Pave,7,1316,2,440,1316,1316,0,2,6,2007
453,453,RL,Pave,7,1337,2,531,1337,1337,0,2,6,2003
454,454,RL,Pave,6,1194,1,312,1194,1194,0,1,6,1959
455,455,RL,Pave,5,691,1,216,691,691,0,1,4,1920
456,456,RL,Pave,8,1787,3,748,1753,1787,0,2,7,2001
457,457,RM,Pave,7,1709,2,380,970,970,739,2,7,2004
458,458,RM,Pave,4,1092,0,0,0,372,720,2,7,1930
459,459,RL,Pave,5,1347,0,0,1117,820,527,1,5,1910
460,460,RL,Pave,6,1032,2,564,1032,1032,0,2,6,1978
461,461,RM,Pave,6,1616,1,216,1149,1149,467,2,5,1926
462,462,RL,Pave,8,1704,3,772,1704,1704,0,2,7,2007
463,463,RM,Pave,6,2229,0,0,755,929,929,1,8,1912
464,464,RL,Pave,5,2136,2,528,2136,2136,0,2,7,1951
465,465,RL,Pave,3,1040,2,400,0,1040,0,2,6,1949
466,466,RL,Pave,7,1358,2,484,1358,1358,0,2,6,2009
467,467,RL,Pave,7,1314,2,626,1314,1314,0,2,6,2007
468,468,RL,Pave,4,864,0,0,864,864,0,1,5,1971
469,469,RL,Pave,10,2402,3,672,3094,2402,0,2,10,2008
470,470,RL,Pave,5,1155,2,576,1109,1155,0,1,6,1961
471,471,FV,Pave,8,1247,2,550,1247,1247,0,1,4,2005
472,472,RM,Pave,4,1123,1,264,732,772,351,1,4,1939
473,473,RL,Pave,5,1040,2,625,0,1040,0,1,5,1950
474,474,RL,Pave,6,923,1,264,923,923,0,2,5,1980
475,475,RL,Pave,6,1386,2,440,672,672,714,2,6,1978
476,476,RL,Pave,6,1977,2,540,816,1127,850,1,9,1964
477,477,RM,Pave,8,1646,2,482,1594,1646,0,2,5,2004
478,478,RL,Pave,8,1456,2,400,1273,1456,0,2,7,2003
479,479,RL,Pave,7,1504,2,457,1346,1504,0,2,7,2005
480,480,RL,Pave,5,1040,1,384,1040,1040,0,1,5,1965
481,481,FV,Pave,7,1501,2,440,744,757,744,2,6,1999
482,482,RL,Pave,6,1560,2,400,684,684,876,2,6,2005
483,483,RL,Pave,5,1078,2,500,1078,1078,0,1,6,1971
484,484,RL,Pave,5,1721,2,440,1461,1721,0,2,7,1968
485,485,RL,Pave,8,1660,2,500,1660,1660,0,2,8,2006
486,486,RL,Pave,7,1411,2,544,1386,1411,0,2,6,1977
487,487,RL,Pave,7,1258,3,648,1258,1258,0,2,6,2006
488,488,RL,Pave,7,1456,2,440,728,728,728,2,8,2006
489,489,RM,Pave,6,987,1,264,483,483,504,1,4,1971
490,490,RM,Pave,7,854,2,576,832,854,0,1,5,1929
491,491,RL,Pave,9,3140,3,820,1926,1966,1174,3,11,2008
492,492,RL,Pave,6,1603,2,484,761,810,793,2,7,1992
493,493,RL,Grvl,5,1572,3,995,1572,1572,0,1,5,1963
494,494,RL,Pave,5,1200,2,884,864,1200,0,1,6,1965
495,495,RL,Pave,6,1640,2,520,798,798,842,2,6,2004
496,496,RL,Pave,8,3447,3,1014,728,1968,1479,3,11,1935
497,497,RL,Pave,8,1518,2,588,1518,1518,0,1,6,2003
498,498,FV,Pave,7,1768,2,603,866,866,902,2,7,2005
499,499,RL,Pave,4,1132,2,451,1132,1132,0,1,5,2005
500,500,RL,Pave,4,1067,2,436,1067,1067,0,2,4,1950
501,501,RL,Pave,6,2267,2,390,1010,1010,1257,2,8,2002
502,502,RL,Pave,5,864,1,352,864,864,0,1,5,1972
503,503,RL,Pave,7,2097,2,583,1108,1108,989,2,8,1998
504,504,RL,Pave,6,1394,2,514,1394,1394,0,1,6,1963
505,505,RM,Pave,5,1111,1,288,530,581,530,1,6,1920
506,506,RM,Pave,7,1710,2,480,576,902,808,2,9,1921
507,507,RM,Pave,6,1375,1,544,780,780,595,1,6,1937
508,508,RL,Pave,7,1414,2,494,1414,1414,0,2,6,2004
509,509,RL,Pave,6,1294,2,496,1278,1294,0,2,6,1991
510,510,RM,Pave,6,1216,2,402,1216,1216,0,2,5,1998
511,511,RL,Pave,7,1582,2,520,770,770,812,2,6,2004
512,512,RL,Pave,5,1041,1,270,1041,1041,0,1,6,1959
513,513,RL,Pave,8,2872,2,541,1683,2129,743,2,9,1992
514,514,RL,Pave,5,1092,1,299,1092,1092,0,1,6,1957
515,515,RL,Pave,4,1181,2,588,1138,1181,0,2,6,1972
516,516,RL,Pave,5,1696,1,349,1140,1696,0,1,8,1962
517,517,RL,Pave,6,1136,1,384,1136,1136,0,1,5,1965
518,518,RL,Pave,5,827,1,392,0,827,0,1,5,1955
519,519,RM,Pave,4,960,1,308,960,960,0,1,5,1920
520,520,RM,Pave,5,1344,3,513,624,624,720,1,7,1916
521,521,RL,Pave,6,1734,2,440,912,1085,649,1,7,1962
522,522,RL,Pave,6,1656,2,528,1080,1656,0,1,7,1960
523,523,RM,Pave,4,796,0,0,796,796,0,1,5,1922
524,524,RM,Pave,5,1576,1,225,1042,1042,534,1,8,1928
525,525,RM,Pave,6,1218,0,0,672,672,546,1,7,1971
526,526,RM,Pave,6,1368,1,216,684,684,684,1,7,1910
527,527,RL,Pave,5,1734,2,539,0,1302,432,2,8,1977
528,528,RL,Pave,5,864,0,0,864,864,0,1,4,1922
529,529,RL,Pave,5,894,2,600,894,894,0,1,6,1972
530,530,RL,Pave,5,1535,2,400,0,1535,0,2,8,1979
531,531,RM,Pave,5,1301,2,440,1145,1301,0,1,5,1924
532,532,RL,Pave,6,1494,2,576,1479,1494,0,2,6,1997
533,533,RL,Pave,4,930,1,308,0,930,0,1,6,1946
534,534,RL,Pave,8,2365,3,856,1252,1268,1097,2,8,1999
535,535,RL,Pave,6,1824,0,0,912,912,912,2,8,1971
536,536,RL,Pave,7,1146,2,438,868,1146,0,2,6,2003
537,537,RL,Pave,7,1728,2,572,864,864,864,2,7,2004
538,538,RL,Pave,7,1370,2,479,1090,1370,0,2,6,1976
539,539,RL,Pave,5,1314,1,294,1314,1314,0,1,5,1957
540,540,RL,Pave,8,1924,2,592,1086,1086,838,2,7,1998
541,541,RL,Pave,5,792,1,240,768,792,0,1,5,1924
542,542,RL,Pave,7,1908,2,493,915,933,975,2,8,1994
543,543,RL,Pave,4,1374,1,338,840,840,534,1,6,1920
544,544,RL,Pave,6,1484,2,393,783,783,701,2,8,2005
545,545,RL,Pave,5,1203,1,352,709,979,224,1,5,1950
546,546,RL,Pave,6,2112,2,576,952,1092,1020,2,9,1969
547,547,RM,Pave,6,2058,2,396,735,1134,924,1,8,1917
548,548,RL,Pave,7,1797,2,639,939,939,858,2,8,2006
549,549,RL,Pave,7,1164,2,528,1164,1164,0,1,6,1969
550,550,RL,Pave,3,944,2,528,0,944,0,1,4,1952
551,551,RM,Pave,7,1826,1,164,910,916,910,1,7,1915
552,552,RL,Pave,5,1073,2,515,1073,1073,0,1,6,1965
553,553,RL,Pave,7,1533,2,576,1533,1533,0,2,5,1975
554,554,RL,Pave,6,1556,2,441,727,829,727,1,8,1968
555,555,RH,Pave,5,2020,2,630,0,2020,0,2,10,1977
556,556,RL,Pave,7,1310,2,400,1310,1310,0,2,6,2005
557,557,RL,Pave,5,1050,1,368,1050,1050,0,1,6,1961
558,558,RL,Pave,6,1426,2,440,690,698,728,1,6,1977
559,559,RL,Pave,7,1969,2,534,808,1161,808,2,8,1977
560,560,RM,Pave,3,1077,1,210,1007,1077,0,1,6,1922
561,561,RM,Pave,5,1192,1,189,596,596,596,1,6,1920
562,562,RL,Pave,7,1935,2,550,793,1142,793,2,7,1976
563,563,RL,Pave,6,1395,2,497,723,735,660,1,6,1972
564,564,RL,Pave,6,1262,2,460,1262,1262,0,2,6,1976
565,565,RL,Pave,7,2398,3,834,1379,1383,1015,2,8,1996
566,566,RL,Pave,7,2344,3,889,1264,1277,1067,2,7,1996
567,567,RL,Pave,6,1298,2,403,1298,1298,0,2,5,1985
568,568,RL,Pave,7,2263,2,539,795,1468,795,2,9,1977
569,569,RL,Pave,6,1456,2,429,728,728,728,2,8,2006
570,570,RL,Pave,6,1489,1,240,778,944,545,2,7,1940
571,571,RL,Pave,8,1088,2,461,1074,1088,0,1,5,1986
572,572,RM,Pave,6,848,2,420,848,848,0,1,3,2004
573,573,FV,Pave,7,1428,2,480,1428,1428,0,2,6,2007
574,574,RM,Pave,6,1204,2,412,1204,1204,0,2,5,1998
575,575,RL,Pave,6,1310,1,398,617,865,445,2,6,1924
576,576,RL,Pave,7,1836,2,484,1860,1836,0,2,8,2004
577,577,RL,Pave,5,1236,1,447,1070,1236,0,1,6,1957
578,578,RL,Pave,7,1895,2,409,712,1086,809,2,7,1994
579,579,RL,Pave,6,1675,2,502,841,892,783,2,7,1999
580,580,RM,Pave,6,1337,2,405,1237,1337,0,2,5,1998
581,581,RL,Pave,6,1252,2,564,1602,1252,0,1,4,1960
582,582,RL,Pave,9,2224,3,738,1462,1462,762,2,10,2004
583,583,RL,Pave,6,1689,2,480,1436,1689,0,1,7,1956
584,584,RL,Pave,7,1964,2,483,803,1098,866,2,8,1976
585,585,RL,Pave,8,1636,3,865,1623,1636,0,2,8,2006
586,586,RL,Pave,6,1839,2,416,1477,1839,0,2,7,1957
587,587,RL,Pave,7,1863,3,660,879,879,984,2,9,2006
588,588,RL,Pave,7,1564,1,234,704,860,704,1,7,1941
589,589,RL,Pave,9,2121,3,732,2121,2121,0,2,8,2006
590,590,FV,Pave,7,1852,2,644,900,932,920,2,7,2009
591,591,RM,Pave,6,987,1,288,483,483,504,1,5,1972
592,592,RL,Pave,7,2340,1,252,1152,1188,1152,2,9,1941
593,593,RL,Pave,6,1848,2,370,833,1053,795,1,8,1923
594,594,RL,Pave,5,1111,1,200,616,616,495,1,5,1941
595,595,RL,Pave,7,1479,2,577,1468,1479,0,2,6,1999
596,596,RL,Pave,6,1212,2,460,1212,1212,0,2,6,2009
597,597,RL,Pave,8,2270,3,671,1152,1164,1106,2,9,1999
598,598,RL,Pave,7,1555,2,430,1373,1555,0,2,7,2005
599,599,RL,Pave,6,1069,2,440,1069,1069,0,2,4,1977
600,600,RM,Pave,7,1818,1,240,1040,1226,592,1,7,1931
601,601,RL,Pave,6,2108,2,540,1127,1236,872,2,7,1935
602,602,C (all),Pave,4,1317,1,250,649,649,668,1,6,1920
603,603,RL,Pave,6,1743,2,539,702,1041,702,1,7,1968
604,604,RL,Pave,5,894,2,440,864,894,0,1,5,1974
605,605,RL,Pave,8,2727,2,440,853,1549,1178,2,10,1932
606,606,RL,Pave,6,1412,2,432,616,616,796,2,6,2006
607,607,RM,Pave,5,789,1,250,789,789,0,1,5,1948
608,608,RL,Pave,7,1720,2,527,1720,1720,0,2,7,1996
609,609,RL,Pave,6,1217,1,288,626,626,591,1,6,1980
610,610,RL,Pave,7,1630,2,451,1630,1630,0,2,6,2000
611,611,RL,Pave,7,3222,3,594,1673,1699,1523,3,11,1990
612,612,RL,Pave,8,1904,2,736,1058,1058,846,2,8,2005
613,613,RL,Pave,5,1144,1,264,864,1144,0,1,6,1961
614,614,RM,Pave,5,936,2,672,936,936,0,1,4,1980
615,615,RL,Pave,5,1600,1,319,1484,1600,0,1,6,1957
616,616,RL,Pave,6,1416,2,776,708,708,708,2,7,1968
617,617,RL,Pave,5,1144,2,456,1144,1144,0,1,6,1961
618,618,RL,Pave,3,1214,3,936,672,694,520,1,6,1915
619,619,RL,Pave,7,1861,2,492,916,920,941,2,8,2002
620,620,RL,Pave,4,948,1,280,948,948,0,1,5,1954
621,621,RL,Pave,8,1360,2,565,1220,1360,0,1,4,1984
622,622,RL,Pave,4,864,2,660,864,864,0,1,5,1970
623,623,RL,Pave,6,1574,2,566,796,790,784,2,6,1976
624,624,RL,Pave,5,990,2,576,990,990,0,1,5,1995
625,625,RH,Pave,5,1520,1,281,793,848,672,1,6,1932
626,626,RL,Pave,8,2520,3,796,1338,1352,1168,2,10,1993
627,627,RL,Pave,9,2868,3,716,1992,1992,876,3,11,2005
628,628,RL,Pave,7,1801,2,484,1501,1801,0,2,6,1959
629,629,RL,Pave,5,1056,2,572,1056,1056,0,1,5,1955
630,630,RL,Pave,7,1717,3,642,756,961,756,1,7,1915
631,631,RL,Pave,4,960,1,432,960,960,0,1,6,1965
632,632,RM,Pave,7,1108,1,280,637,1108,0,1,6,1930
633,633,RM,Pave,5,1365,2,440,765,765,600,1,7,1970
634,634,RM,Pave,5,1558,1,282,910,910,648,1,6,1950
635,635,RL,Pave,4,1100,1,312,1100,1100,0,1,6,1960
636,636,RL,Pave,8,1826,3,758,1814,1826,0,2,7,2005
637,637,RL,Pave,6,1632,1,338,1240,1632,0,2,6,1958
638,638,RL,Pave,9,1698,3,768,1698,1698,0,2,8,2007
639,639,RL,Pave,8,2468,3,872,1136,1136,1332,2,10,2004
640,640,RM,Pave,7,2640,4,864,1240,1320,1320,1,8,1880
641,641,RL,Pave,6,1375,2,451,1367,1375,0,1,5,1954
642,642,RL,Pave,4,948,1,248,864,948,0,1,5,1954
643,643,RM,Pave,5,886,1,273,190,886,0,1,4,1938
644,644,RL,Pave,5,1063,1,280,1056,1063,0,1,6,1954
645,645,RM,Pave,5,1416,3,720,876,876,540,1,7,1915
646,646,RL,Pave,5,1344,1,484,1024,1344,0,1,6,1958
647,647,RL,Pave,7,1208,2,628,1208,1208,0,2,6,2007
648,648,RL,Pave,4,1192,0,0,720,720,472,1,6,1949
649,649,FV,Pave,6,1218,2,676,1218,1218,0,2,4,2009
650,650,RL,Pave,5,1656,2,506,1656,1656,0,2,8,1973
651,651,RL,Pave,6,1520,1,364,1156,1520,0,1,7,1955
652,652,RL,Pave,5,816,1,308,816,816,0,1,5,1957
653,653,RL,Pave,6,1710,2,506,832,832,878,2,7,1993
654,654,RL,Pave,5,1040,1,260,1040,1040,0,1,6,1962
655,655,RL,Pave,7,2090,2,577,1190,1190,900,2,6,1984
656,656,FV,Pave,7,1200,2,480,600,600,600,2,4,2004
657,657,RL,Pave,7,2031,2,541,1153,1153,878,2,8,1998
658,658,RL,Pave,5,1124,0,0,0,1124,0,1,5,1954
659,659,RL,Pave,5,1524,1,315,874,874,650,1,7,1958
660,660,RL,Pave,8,1646,3,870,1638,1646,0,2,6,2006
661,661,RL,Pave,8,1734,3,928,1734,1734,0,2,7,2007
662,662,RL,Pave,7,1504,2,478,1504,1504,0,2,6,1996
663,663,FV,Pave,10,2007,3,812,1017,1026,981,2,10,2008
664,664,RL,Pave,6,1478,2,442,1478,1478,0,1,6,1957
665,665,RL,Pave,6,2624,3,864,1370,1370,1254,2,10,1918
666,666,RL,Pave,9,1842,3,894,1842,1842,0,0,5,1981
667,667,RL,Pave,5,833,1,326,833,833,0,1,4,1954
668,668,RL,Pave,9,2504,3,656,1122,1134,1370,2,11,2005
669,669,RL,Pave,8,1496,2,474,1496,1496,0,2,7,2007
670,670,RL,Pave,7,1616,3,834,1616,1616,0,2,7,2005
671,671,RL,Pave,9,2668,3,726,1572,1572,1096,2,10,2003
672,672,RL,Pave,6,1680,1,308,840,840,840,2,8,1915
673,673,FV,Pave,7,1372,2,529,1372,1372,0,2,6,2007
674,674,RL,Pave,7,2110,2,463,948,1222,888,2,8,1994
675,675,RL,Pave,4,1180,1,252,700,1180,0,1,5,1922
676,676,RL,Pave,10,2633,3,804,2633,2633,0,2,8,2001
677,677,RL,Pave,6,980,0,0,945,980,0,2,4,1975
678,678,RL,Pave,5,1130,2,720,1120,1130,0,1,5,1920
679,679,RM,Pave,5,1131,1,200,676,676,455,1,5,1941
680,680,RL,Pave,8,1652,2,499,1494,1652,0,2,6,2000
681,681,RL,Pave,8,1976,3,908,1976,1976,0,2,7,2006
682,682,RL,Pave,5,2080,2,504,1040,1040,1040,1,9,1969
683,683,RL,Pave,5,1110,2,602,1097,1110,0,1,4,1978
684,684,RL,Pave,8,3194,2,380,965,1940,1254,2,10,1934
685,685,RM,Pave,5,1960,2,400,960,960,1000,2,10,1952
686,686,FV,Pave,7,1241,2,569,1241,1241,0,1,4,2006
687,687,RL,Pave,6,1690,2,463,924,948,742,2,7,2000
688,688,RL,Pave,6,1054,2,480,936,1054,0,1,6,1963
689,689,RL,Pave,5,1728,2,576,1728,1728,0,2,10,1965
690,690,RL,Pave,5,1620,2,462,780,780,840,2,7,1969
691,691,RL,Pave,6,1824,2,520,764,1060,764,1,8,1919
692,692,RL,Pave,5,1319,1,270,608,1319,0,1,5,1953
693,693,RL,Pave,7,1494,2,530,1494,1494,0,2,6,2002
694,694,RH,Pave,6,1337,2,511,1405,1337,0,2,5,1998
695,695,RL,Pave,6,1586,2,435,1362,1586,0,2,7,1979
696,696,RL,Pave,6,912,2,470,888,912,0,1,5,1978
697,697,RL,Pave,5,990,1,299,990,990,0,1,5,1994
698,698,RL,Pave,6,2872,2,619,1330,1542,1330,2,11,1977
699,699,RL,Pave,8,1987,2,691,1986,1987,0,2,7,1994
700,700,RM,Pave,6,987,1,280,483,483,504,1,5,1970
701,701,RL,Pave,6,1322,2,440,855,855,467,2,6,1974
702,702,RM,Pave,4,901,1,281,901,901,0,1,4,1954
703,703,RL,Pave,8,1801,3,800,893,901,900,2,8,2005
704,704,RL,Pave,6,1660,1,240,715,849,811,1,6,1934
705,705,RL,Pave,8,2622,2,712,1463,1500,1122,2,9,1994
706,706,RM,Pave,5,1285,1,240,672,1072,213,1,6,1948
707,707,RM,Pave,7,3493,3,870,1470,1675,1818,3,10,1880
708,708,RL,Pave,6,1664,2,460,953,953,711,2,7,2000
709,709,RL,Pave,7,3082,2,672,824,1687,998,2,12,1920
710,710,RL,Pave,6,1194,2,539,655,1194,0,1,6,1959
711,711,RL,Pave,8,1630,3,860,1622,1630,0,2,8,2008
712,712,RL,Pave,6,1571,2,380,799,799,772,2,7,1993
713,713,RL,Pave,4,1040,2,420,0,1040,0,2,6,1949
714,714,RL,Pave,7,1986,2,486,768,1186,800,2,7,1965
715,715,RM,Pave,4,912,0,0,0,672,240,1,3,1947
716,716,RM,Pave,5,1316,2,484,926,926,0,1,6,1929
717,717,RM,Pave,5,1344,1,240,896,896,448,1,7,1936
718,718,RM,Pave,4,1196,2,440,1196,1196,0,1,5,1916
719,719,RM,Pave,6,1218,2,440,735,869,349,1,6,1941
720,720,RL,Pave,6,1196,2,528,684,684,512,1,7,1920
721,721,RL,Pave,8,1296,2,471,1267,1296,0,2,6,2001
722,722,RL,Pave,6,1494,1,213,771,753,741,1,7,1942
723,723,RL,Pave,5,988,2,572,988,988,0,1,5,1961
724,724,RL,Pave,5,1507,1,404,1075,1507,0,2,7,1960
725,725,RL,Pave,5,2601,2,621,612,990,1611,3,8,1921
726,726,RL,Pave,6,1800,2,463,982,1007,793,2,7,2000
727,727,RM,Pave,7,1641,2,546,728,832,809,1,6,1925
728,728,RM,Pave,4,1363,2,528,622,741,622,1,6,1910
729,729,RL,Pave,6,1700,2,544,1682,1700,0,2,7,2003
730,730,RL,Pave,6,1500,2,564,750,750,750,2,6,2005
731,731,RL,Pave,7,1656,2,397,746,760,896,2,7,2003
732,732,RL,Pave,6,1686,2,612,1686,1686,0,2,7,1980
733,733,RL,Pave,4,864,2,528,864,864,0,1,5,1971
734,734,RM,Pave,6,1072,2,525,547,1072,0,1,5,2005
735,735,RL,Pave,5,910,2,414,105,910,0,1,5,1953
736,736,FV,Pave,8,1566,2,750,1566,1566,0,2,7,2008
737,737,RL,Pave,6,1647,2,460,953,953,694,2,7,1999
738,738,RL,Pave,5,1008,1,275,1008,1008,0,1,4,1954
739,739,RM,Pave,4,630,1,286,630,630,0,1,3,1970
740,740,RL,Pave,7,1954,2,431,798,1137,817,1,8,1939
741,741,RM,Pave,6,1376,1,198,780,780,596,2,7,1937
742,742,RL,Pave,8,1578,3,840,1573,1578,0,2,7,2008
743,743,RL,Pave,5,892,1,288,892,892,0,1,5,1967
744,744,RL,Pave,5,1265,2,502,1219,1265,0,2,6,1965
745,745,RL,Pave,8,2704,2,538,1952,2000,704,2,9,1972
746,746,RL,Pave,6,2142,1,509,896,1182,960,2,8,1968
747,747,RM,Pave,6,987,1,264,483,483,504,1,5,1973
748,748,RL,Pave,6,1252,1,288,1032,1032,220,1,6,1950
749,749,RL,Pave,8,2448,3,711,1629,1686,762,2,8,1994
750,750,RL,Pave,5,1784,1,180,747,892,892,1,9,1914
751,751,RL,Pave,5,1716,1,281,768,1148,568,1,8,1949
752,752,RL,Pave,7,1654,3,900,1654,1654,0,2,6,2002
753,753,FV,Pave,7,1947,2,678,991,991,956,2,8,2004
754,754,RL,Pave,7,1982,2,575,807,1175,807,2,7,1989
755,755,RL,Pave,8,2417,2,462,1288,1301,1116,2,9,1991
756,756,RM,Pave,5,1432,2,360,264,768,664,2,7,1910
757,757,RL,Pave,6,1096,0,0,572,572,524,1,5,1924
758,758,RL,Pave,5,894,1,308,894,894,0,1,5,1976
759,759,RL,Pave,6,1509,2,393,783,807,702,2,7,2002
760,760,RL,Pave,8,1989,2,586,1065,1091,898,2,7,2002
761,761,RM,Pave,6,1176,2,624,698,786,390,1,4,1937
762,762,RM,Pave,5,804,1,240,788,804,0,1,4,1940
763,763,RL,Pave,5,1040,1,308,1040,1040,0,1,5,1963
764,764,RL,Pave,6,2380,2,596,1021,1465,915,2,7,1965
765,765,RL,Pave,8,1707,2,511,1686,1707,0,2,6,1981
766,766,RL,Pave,5,912,1,288,912,912,0,1,5,1964
767,767,RL,Pave,6,1651,2,616,1606,1651,0,2,7,1986
768,768,RL,Pave,6,912,1,288,912,912,0,1,5,1961
769,769,RM,Pave,7,1389,1,240,651,707,682,1,6,1946
770,770,RL,Pave,7,1434,2,527,1454,1434,0,2,6,2001
771,771,RL,Pave,6,1478,2,498,1478,1478,0,2,6,1960
772,772,RM,Pave,8,1666,1,228,588,833,833,1,7,1925
773,773,RL,Pave,5,1505,1,240,883,988,517,1,8,1940
774,774,RM,Pave,6,1928,1,440,1020,908,1020,2,9,1910
775,775,RL,Pave,6,1252,2,528,1252,1252,0,1,7,1959
776,776,RL,Pave,5,1437,2,576,1188,1437,0,1,6,1956
777,777,RL,Pave,5,864,1,336,864,864,0,1,6,1978
778,778,RM,Pave,4,630,0,0,630,630,0,1,3,1970
779,779,RH,Pave,6,3395,0,0,1440,1440,1440,2,14,1914
780,780,RL,Pave,7,1733,2,433,847,847,886,2,7,2003
781,781,RL,Pave,6,1414,2,601,1184,1414,0,1,6,1958
782,782,RL,Pave,5,1383,1,354,1383,1383,0,1,6,1954
783,783,RL,Pave,6,1141,2,484,1141,1141,0,1,6,2005
784,784,RL,Pave,6,838,1,275,816,838,0,1,5,1918
785,785,RL,Pave,6,1657,2,484,1657,1657,0,2,7,1970
786,786,RL,Pave,3,864,1,200,864,864,0,1,5,1914
787,787,RL,Pave,6,1516,2,472,1516,1516,0,1,6,1964
788,788,FV,Pave,6,1458,2,440,729,729,729,2,5,1999
789,789,RL,Pave,6,1604,2,470,926,926,678,2,7,1997
790,790,RL,Pave,7,1646,1,240,918,918,728,2,7,1941
791,791,RL,Pave,6,1572,2,373,806,806,766,2,7,1995
792,792,RL,Pave,6,1792,2,451,936,962,830,2,8,2000
793,793,RL,Pave,8,1768,2,578,866,866,902,2,7,2007
794,794,FV,Pave,6,1471,2,440,729,742,729,2,6,1999
795,795,RL,Pave,6,1458,1,330,912,912,546,1,6,1948
796,796,RL,Pave,7,1902,2,567,1902,1902,0,2,7,1959
797,797,RL,Pave,5,1144,1,336,1144,1144,0,1,6,1963
798,798,RL,Pave,8,2392,3,870,1396,1407,985,2,7,1997
799,799,RL,Pave,7,1498,2,675,1498,1498,0,2,5,2006
800,800,RL,Pave,7,1744,2,457,996,1014,730,2,7,1993
801,801,RL,Pave,7,1364,2,484,1364,1364,0,2,6,2005
802,802,RL,Pave,5,1968,2,530,784,1168,800,2,7,1969
803,803,RL,Pave,5,864,1,288,864,864,0,1,5,1972
804,804,RL,Pave,8,1710,3,866,1710,1710,0,2,6,2007
805,805,RL,Pave,5,971,1,300,971,971,0,1,5,1969
806,806,RL,Pave,5,1339,1,294,1029,1339,0,1,6,1958
807,807,RM,Pave,4,630,0,0,630,630,0,1,3,1972
808,808,RL,Pave,7,2110,2,522,2110,2110,0,2,8,1968
809,809,RL,Pave,6,2134,2,441,844,1445,689,2,10,1916
810,810,RL,Pave,4,907,1,352,907,907,0,1,5,1957
811,811,RL,Pave,3,729,0,0,270,729,0,1,5,1935
812,812,RM,Pave,5,1122,2,528,924,1122,0,1,6,1948
